adresse,nature,niveau,hauteur_sol_mm,largeur_mm,profondeur_mm,hauteur_libre_mm,volume_m3,distance_quai_m
A1F04CD,over,2,2590,1126,1118,1219,1.5346,14.39
A1F04DG,over,3,3809,1126,1118,1219,1.5346,17.43
A1F04DC,over,3,3809,1126,1118,1219,1.5346,17.43
A1F04DD,over,3,3809,1126,1118,1219,1.5346,17.43
A1F04EG,over,4,5028,1126,1118,1220,1.5358,20.48
A1F04EC,over,4,5028,1126,1118,1220,1.5358,20.48
A1F04ED,over,4,5028,1126,1118,1220,1.5358,20.48
A1F04FG,over,5,6248,1126,1118,1067,1.3432,23.53
A1F04FC,over,5,6248,1126,1118,1067,1.3432,23.53
A1F04FD,over,5,6248,1126,1118,1067,1.3432,23.53
A1F05A01,pick,0,0,1749,1118,1371,2.6808,4.01
A1F05A02,pick,0,0,1749,1118,1371,2.6808,4.01
A1F05B01,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B02,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B03,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B04,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B05,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B06,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B07,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B08,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B09,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05B10,pick,1,1371,254,1118,1219,0.3459,7.44
A1F05CG,over,2,2590,1126,1118,1219,1.5346,10.49
A1F05CC,over,2,2590,1126,1118,1219,1.5346,10.49
A1F05CD,over,2,2590,1126,1118,1219,1.5346,10.49
A1F05DG,over,3,3809,1126,1118,1219,1.5346,13.53
A1F05DC,over,3,3809,1126,1118,1219,1.5346,13.53
A1F05DD,over,3,3809,1126,1118,1219,1.5346,13.53
A1F05EG,over,4,5028,1126,1118,1220,1.5358,16.58
A1F05EC,over,4,5028,1126,1118,1220,1.5358,16.58
A1F05ED,over,4,5028,1126,1118,1220,1.5358,16.58
A1F05FG,over,5,6248,1126,1118,1067,1.3432,19.63
A1F05FC,over,5,6248,1126,1118,1067,1.3432,19.63
A1F05FD,over,5,6248,1126,1118,1067,1.3432,19.63
A1F06A01,pick,0,0,1749,1118,1371,2.6808,4.97
A1F06A02,pick,0,0,1749,1118,1371,2.6808,4.97
A1F06B01,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B02,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B03,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B04,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B05,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B06,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B07,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B08,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B09,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06B10,pick,1,1371,254,1118,1219,0.3459,8.40
A1F06CG,over,2,2590,1126,1118,1219,1.5346,11.45
A1F06CC,over,2,2590,1126,1118,1219,1.5346,11.45
A1F06CD,over,2,2590,1126,1118,1219,1.5346,11.45
A1F06DG,over,3,3809,1126,1118,1219,1.5346,14.49
A1F06DC,over,3,3809,1126,1118,1219,1.5346,14.49
A1F06DD,over,3,3809,1126,1118,1219,1.5346,14.49
A1F06EG,over,4,5028,1126,1118,1220,1.5358,17.54
A1F06EC,over,4,5028,1126,1118,1220,1.5358,17.54
A1F06ED,over,4,5028,1126,1118,1220,1.5358,17.54
A1F06FG,over,5,6248,1126,1118,1067,1.3432,20.59
A1F06FC,over,5,6248,1126,1118,1067,1.3432,20.59
A1F06FD,over,5,6248,1126,1118,1067,1.3432,20.59
A1F07A01,pick,0,0,1749,1118,1371,2.6808,8.87
A1F07A02,pick,0,0,1749,1118,1371,2.6808,8.87
A1F07B01,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B02,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B03,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B04,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B05,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B06,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B07,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B08,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B09,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07B10,pick,1,1371,254,1118,1219,0.3459,12.30
A1F07CG,over,2,2590,1126,1118,1219,1.5346,15.35
A1F07CC,over,2,2590,1126,1118,1219,1.5346,15.35
A1F07CD,over,2,2590,1126,1118,1219,1.5346,15.35
A1F07DG,over,3,3809,1126,1118,1219,1.5346,18.39
A1F07DC,over,3,3809,1126,1118,1219,1.5346,18.39
A1F07DD,over,3,3809,1126,1118,1219,1.5346,18.39
A1F07EG,over,4,5028,1126,1118,1220,1.5358,21.44
A1F07EC,over,4,5028,1126,1118,1220,1.5358,21.44
A1F07ED,over,4,5028,1126,1118,1220,1.5358,21.44
A1F07FG,over,5,6248,1126,1118,1067,1.3432,24.49
A1F07FC,over,5,6248,1126,1118,1067,1.3432,24.49
A1F07FD,over,5,6248,1126,1118,1067,1.3432,24.49
