numero_commande,date_commande,client,montant_total_commande,sku_produit,produit_designation,quantite,prix_unitaire_cad,sous_total_ligne_cad
CMD-0005571,2023-08-15,Atelier Mécanique 360,5562.53,SUS-47814,Ressort hélicoïdal (Bilstein),10,356.58,3565.8
CMD-0005572,2023-09-23,Garage Tremblay,2333.84,STR-40063,Rotule de direction (Moog),8,291.73,2333.84
CMD-0005573,2023-11-17,Garage du Centre,1211.68,ALT-23809,Alternateur 140A (Delphi),2,148.97,297.94
CMD-0005573,2023-11-17,Garage du Centre,1211.68,BRK-47894,Étrier reconditionné (Ferodo),7,105.28,736.96
CMD-0005573,2023-11-17,Garage du Centre,1211.68,CAB-15420,Filtre à huile (Wix),4,11.27,45.08
CMD-0005573,2023-11-17,Garage du Centre,1211.68,ARM-12639,Ressort hélicoïdal (Bilstein),2,65.85,131.7
CMD-0005574,2023-10-12,Garage du Centre,8920.7,CAB-15420,Filtre à huile (Wix),10,11.27,112.7
CMD-0005574,2023-10-12,Garage du Centre,8920.7,CAB-20733,Filtre à air (Mann-Filter),11,13.38,147.18
CMD-0005574,2023-10-12,Garage du Centre,8920.7,ARM-12921,Ressort hélicoïdal (Sachs),7,261.9,1833.3
CMD-0005574,2023-10-12,Garage du Centre,8920.7,BRK-04532,Étrier reconditionné (Textar),12,251.53,3018.36
CMD-0005574,2023-10-12,Garage du Centre,8920.7,ARM-26734,Rotule de direction (KYB),12,317.43,3809.16
CMD-0005575,2023-01-02,Centre Auto Plus,2478.64,SUS-19778,Rotule de direction (Sachs),8,309.83,2478.64
CMD-0005576,2023-04-15,Garage Les Experts,5146.95,STR-07085,Ressort hélicoïdal (Moog),6,141.29,847.74
CMD-0005576,2023-04-15,Garage Les Experts,5146.95,RAD-07183,Courroie accessoire (Gates),10,304.64,3046.4
CMD-0005576,2023-04-15,Garage Les Experts,5146.95,ARM-41160,Bras oscillant inférieur (KYB),6,61.94,371.64
CMD-0005576,2023-04-15,Garage Les Experts,5146.95,RAD-40907,Thermostat piloté (Gates),4,165.34,661.36
CMD-0005576,2023-04-15,Garage Les Experts,5146.95,ARM-32310,Bras oscillant inférieur (KYB),3,73.27,219.81
CMD-0005577,2023-12-16,Garage du Centre,460.15,CAL-41810,Étrier reconditionné (Ferodo),5,92.03,460.15
CMD-0005578,2023-01-22,Pièces Auto Dépôt,2532.86,STR-24300,Ressort hélicoïdal (Moog),2,212.57,425.14
CMD-0005578,2023-01-22,Pièces Auto Dépôt,2532.86,ARM-26734,Rotule de direction (KYB),2,317.43,634.86
CMD-0005578,2023-01-22,Pièces Auto Dépôt,2532.86,STR-09888,Amortisseur bitube (Bilstein),9,49.48,445.32
CMD-0005578,2023-01-22,Pièces Auto Dépôt,2532.86,CAL-12855,Plaquettes AR (Brembo),4,203.29,813.16
CMD-0005578,2023-01-22,Pièces Auto Dépôt,2532.86,CAB-43646,Filtre à air (Mann-Filter),6,35.73,214.38
CMD-0005579,2023-11-10,Concessionnaire XYZ,5934.88,CAL-25745,Flexible de frein (Brembo),12,116.62,1399.44
CMD-0005579,2023-11-10,Concessionnaire XYZ,5934.88,SEN-19799,Capteur vilebrequin (Valeo),5,399.9,1999.5
CMD-0005579,2023-11-10,Concessionnaire XYZ,5934.88,CAL-11318,Disque ventilé (TRW),4,114.41,457.64
CMD-0005579,2023-11-10,Concessionnaire XYZ,5934.88,SEN-26664,Sonde Lambda amont (Valeo),8,129.92,1039.36
CMD-0005579,2023-11-10,Concessionnaire XYZ,5934.88,AIR-27537,Filtre à air (Bosch),4,53.29,213.16
CMD-0005579,2023-11-10,Concessionnaire XYZ,5934.88,STR-17795,Amortisseur bitube (Moog),3,275.26,825.78
CMD-0005580,2023-09-22,Services Automobiles Express,1867.16,BEL-46642,Thermostat piloté (Continental),12,129.38,1552.56
CMD-0005580,2023-09-22,Services Automobiles Express,1867.16,SUS-04851,Rotule de direction (Sachs),1,314.6,314.6
CMD-0005581,2023-11-08,Services Automobiles Express,5794.64,WAT-29699,Thermostat piloté (Valeo),3,39.68,119.04
CMD-0005581,2023-11-08,Services Automobiles Express,5794.64,WAT-01832,Thermostat piloté (Valeo),8,128.86,1030.88
CMD-0005581,2023-11-08,Services Automobiles Express,5794.64,ARM-29499,Amortisseur bitube (Bilstein),7,261.33,1829.31
CMD-0005581,2023-11-08,Services Automobiles Express,5794.64,ALT-30541,Sonde Lambda amont (NGK),12,220.58,2646.96
CMD-0005581,2023-11-08,Services Automobiles Express,5794.64,CAB-14083,Filtre habitacle charbon (Mahle),3,56.15,168.45
CMD-0005582,2023-03-30,Garage Tremblay,4878.72,BRK-39362,Plaquettes AR (Brembo),11,102.2,1124.2
CMD-0005582,2023-03-30,Garage Tremblay,4878.72,RAD-32912,Kit distribution + pompe (Continental),10,146.56,1465.6
CMD-0005582,2023-03-30,Garage Tremblay,4878.72,STR-37415,Alternateur 140A (Bosch),10,81.64,816.4
CMD-0005582,2023-03-30,Garage Tremblay,4878.72,BRK-33721,Étrier reconditionné (TRW),3,73.6,220.8
CMD-0005582,2023-03-30,Garage Tremblay,4878.72,ALT-28153,Bobine d'allumage (Denso),3,359.74,1079.22
CMD-0005582,2023-03-30,Garage Tremblay,4878.72,ROT-21700,Disque ventilé (Brembo),6,28.75,172.5
CMD-0005583,2023-03-14,Auto Clinic,7768.52,STR-44326,Capteur vilebrequin (Bosch),9,76.03,684.27
CMD-0005583,2023-03-14,Auto Clinic,7768.52,ALT-23809,Alternateur 140A (Delphi),3,148.97,446.91
CMD-0005583,2023-03-14,Auto Clinic,7768.52,ARM-12639,Ressort hélicoïdal (Bilstein),11,65.85,724.35
CMD-0005583,2023-03-14,Auto Clinic,7768.52,STR-32868,Démarreur 1.8kW (Bosch),12,414.11,4969.32
CMD-0005583,2023-03-14,Auto Clinic,7768.52,CAB-15420,Filtre à huile (Wix),9,11.27,101.43
CMD-0005583,2023-03-14,Auto Clinic,7768.52,BRK-47894,Étrier reconditionné (Ferodo),8,105.28,842.24
CMD-0005584,2023-06-27,Garage Royal,2487.87,ARM-26734,Rotule de direction (KYB),2,317.43,634.86
CMD-0005584,2023-06-27,Garage Royal,2487.87,WAT-22980,Kit distribution + pompe (Nissens),4,326.57,1306.28
CMD-0005584,2023-06-27,Garage Royal,2487.87,STR-19775,Capteur vilebrequin (Denso),1,295.86,295.86
CMD-0005584,2023-06-27,Garage Royal,2487.87,FLT-09515,Filtre carburant diesel (Mann-Filter),5,24.39,121.95
CMD-0005584,2023-06-27,Garage Royal,2487.87,FLT-02558,Filtre habitacle charbon (Bosch),2,64.46,128.92
CMD-0005585,2023-10-06,Atelier Mécanique 360,5325.97,STR-44326,Capteur vilebrequin (Bosch),11,76.03,836.33
CMD-0005585,2023-10-06,Atelier Mécanique 360,5325.97,STR-32868,Démarreur 1.8kW (Bosch),7,414.11,2898.77
CMD-0005585,2023-10-06,Atelier Mécanique 360,5325.97,CAB-15420,Filtre à huile (Wix),1,11.27,11.27
CMD-0005585,2023-10-06,Atelier Mécanique 360,5325.97,BRK-47894,Étrier reconditionné (Ferodo),10,105.28,1052.8
CMD-0005585,2023-10-06,Atelier Mécanique 360,5325.97,ARM-12639,Ressort hélicoïdal (Bilstein),8,65.85,526.8
CMD-0005586,2023-08-10,Garage Les Experts,4431.55,AIR-40840,Filtre habitacle charbon (Wix),12,16.28,195.36
CMD-0005586,2023-08-10,Garage Les Experts,4431.55,ALT-05353,Alternateur 140A (Bosch),1,82.41,82.41
CMD-0005586,2023-08-10,Garage Les Experts,4431.55,RAD-23198,Radiateur alu (Gates),6,21.85,131.1
CMD-0005586,2023-08-10,Garage Les Experts,4431.55,ALT-40971,Sonde Lambda amont (NGK),2,484.49,968.98
CMD-0005586,2023-08-10,Garage Les Experts,4431.55,STR-39829,Démarreur 1.8kW (NGK),9,263.7,2373.3
CMD-0005586,2023-08-10,Garage Les Experts,4431.55,ARM-44008,Rotule de direction (Bilstein),7,97.2,680.4
CMD-0005587,2023-01-29,Garage Royal,1662.11,AIR-13516,Filtre à air (Wix),11,9.33,102.63
CMD-0005587,2023-01-29,Garage Royal,1662.11,ARM-12796,Ressort hélicoïdal (Monroe),1,269.68,269.68
CMD-0005587,2023-01-29,Garage Royal,1662.11,SEN-25308,Capteur vilebrequin (Valeo),10,128.98,1289.8
CMD-0005588,2023-03-13,Centre Auto Plus,5993.68,ALT-03102,Capteur vilebrequin (Bosch),5,256.16,1280.8
CMD-0005588,2023-03-13,Centre Auto Plus,5993.68,FLT-04319,Filtre à huile (Mann-Filter),10,7.08,70.8
CMD-0005588,2023-03-13,Centre Auto Plus,5993.68,CAL-13420,Plaquettes AR (Brembo),4,223.98,895.92
CMD-0005588,2023-03-13,Centre Auto Plus,5993.68,STR-19955,Sonde Lambda amont (Valeo),12,312.18,3746.16
CMD-0005589,2023-12-02,Auto-Réparation ABC,10013.43,ARM-26734,Rotule de direction (KYB),11,317.43,3491.73
CMD-0005589,2023-12-02,Auto-Réparation ABC,10013.43,AIR-01047,Filtre carburant diesel (Bosch),10,48.74,487.4
CMD-0005589,2023-12-02,Auto-Réparation ABC,10013.43,ALT-01718,Bobine d'allumage (Valeo),3,290.2,870.6
CMD-0005589,2023-12-02,Auto-Réparation ABC,10013.43,STR-20383,Bobine d'allumage (Denso),10,516.37,5163.7
CMD-0005590,2023-02-21,Atelier Mécanique 360,1018.3,AIR-33357,Filtre habitacle charbon (Wix),11,51.8,569.8
CMD-0005590,2023-02-21,Atelier Mécanique 360,1018.3,CAB-18448,Filtre habitacle charbon (Mann-Filter),10,44.85,448.5
CMD-0005591,2023-09-14,Auto Clinic,484.24,ROT-31980,Étrier reconditionné (Bosch),1,41.56,41.56
CMD-0005591,2023-09-14,Auto Clinic,484.24,WAT-20369,Radiateur alu (Valeo),8,24.51,196.08
CMD-0005591,2023-09-14,Auto Clinic,484.24,CAB-28963,Filtre à air (Mann-Filter),4,61.65,246.6
CMD-0005592,2023-10-20,Services Automobiles Express,6727.39,RAD-47494,Thermostat piloté (SKF),3,93.4,280.2
CMD-0005592,2023-10-20,Services Automobiles Express,6727.39,BEL-34411,Radiateur alu (Continental),8,239.88,1919.04
CMD-0005592,2023-10-20,Services Automobiles Express,6727.39,SEN-34109,Alternateur 140A (Delphi),11,411.65,4528.15
CMD-0005593,2023-12-08,Garage Les Experts,5494.86,BRK-20395,Plaquettes AR (Brembo),12,188.45,2261.4
CMD-0005593,2023-12-08,Garage Les Experts,5494.86,SUS-17904,Rotule de direction (KYB),11,206.01,2266.11
CMD-0005593,2023-12-08,Garage Les Experts,5494.86,RAD-17512,Thermostat piloté (Gates),3,322.45,967.35
CMD-0005594,2023-05-08,Garage Tremblay,989.82,SEN-08958,Démarreur 1.8kW (NGK),4,80.08,320.32
CMD-0005594,2023-05-08,Garage Tremblay,989.82,RAD-23198,Radiateur alu (Gates),11,21.85,240.35
CMD-0005594,2023-05-08,Garage Tremblay,989.82,SUS-06542,Ressort hélicoïdal (Sachs),5,85.83,429.15
CMD-0005595,2023-06-12,Garage Royal,4453.22,ARM-10453,Rotule de direction (Monroe),9,149.01,1341.09
CMD-0005595,2023-06-12,Garage Royal,4453.22,STR-16381,Bras oscillant inférieur (KYB),8,300.76,2406.08
CMD-0005595,2023-06-12,Garage Royal,4453.22,CAB-15420,Filtre à huile (Wix),9,11.27,101.43
CMD-0005595,2023-06-12,Garage Royal,4453.22,SUS-17950,Rotule de direction (Sachs),3,144.04,432.12
CMD-0005595,2023-06-12,Garage Royal,4453.22,ROT-21700,Disque ventilé (Brembo),6,28.75,172.5
CMD-0005596,2023-12-13,Pneus & Mécanique Pro,5441.04,STR-29706,Capteur vilebrequin (Bosch),10,390.51,3905.1
CMD-0005596,2023-12-13,Pneus & Mécanique Pro,5441.04,STR-29046,Démarreur 1.8kW (NGK),7,219.42,1535.94
CMD-0005597,2023-03-28,Pièces Auto Dépôt,476.52,CAB-25830,Filtre à air (Mann-Filter),4,32.32,129.28
CMD-0005597,2023-03-28,Pièces Auto Dépôt,476.52,SEN-39016,Sonde Lambda amont (Delphi),4,86.81,347.24
CMD-0005598,2023-11-20,Services Automobiles Express,4942.66,BRK-18095,Étrier reconditionné (Brembo),1,53.28,53.28
CMD-0005598,2023-11-20,Services Automobiles Express,4942.66,ALT-30423,Bobine d'allumage (Bosch),9,297.22,2674.98
CMD-0005598,2023-11-20,Services Automobiles Express,4942.66,SUS-19367,Amortisseur bitube (KYB),6,264.75,1588.5
CMD-0005598,2023-11-20,Services Automobiles Express,4942.66,AIR-12056,Filtre à huile (Purflux),11,26.78,294.58
CMD-0005598,2023-11-20,Services Automobiles Express,4942.66,BRK-05709,Disque ventilé (TRW),3,110.44,331.32
CMD-0005599,2023-07-10,Pneus & Mécanique Pro,3527.09,FLT-33705,Filtre à huile (Mann-Filter),2,5.12,10.24
CMD-0005599,2023-07-10,Pneus & Mécanique Pro,3527.09,STR-40194,Ressort hélicoïdal (Monroe),5,270.15,1350.75
CMD-0005599,2023-07-10,Pneus & Mécanique Pro,3527.09,BRK-41125,Flexible de frein (TRW),10,216.61,2166.1
CMD-0005600,2023-02-18,Services Automobiles Express,90.16,CAB-15420,Filtre à huile (Wix),8,11.27,90.16
CMD-0005601,2023-02-28,Concessionnaire XYZ,10268.88,WAT-33897,Kit distribution + pompe (Gates),9,313.81,2824.29
CMD-0005601,2023-02-28,Concessionnaire XYZ,10268.88,CAB-04156,Filtre à huile (Purflux),7,42.41,296.87
CMD-0005601,2023-02-28,Concessionnaire XYZ,10268.88,STR-35859,Bras oscillant inférieur (Bilstein),9,253.99,2285.91
CMD-0005601,2023-02-28,Concessionnaire XYZ,10268.88,RAD-15207,Radiateur alu (Gates),7,73.85,516.95
CMD-0005601,2023-02-28,Concessionnaire XYZ,10268.88,CAL-02895,Plaquettes AV (Textar),9,210.64,1895.76
CMD-0005601,2023-02-28,Concessionnaire XYZ,10268.88,ARM-24140,Amortisseur bitube (Monroe),10,244.91,2449.1
CMD-0005602,2023-04-04,Auto Clinic,1194.66,ROT-01208,Plaquettes AV (Brembo),1,178.47,178.47
CMD-0005602,2023-04-04,Auto Clinic,1194.66,CAL-03213,Plaquettes AR (Textar),7,145.17,1016.19
CMD-0005603,2023-07-30,Auto Clinic,1216.29,CAL-44906,Étrier reconditionné (Bosch),1,101.17,101.17
CMD-0005603,2023-07-30,Auto Clinic,1216.29,SUS-04193,Rotule de direction (Moog),4,230.57,922.28
CMD-0005603,2023-07-30,Auto Clinic,1216.29,FLT-21468,Filtre à air (Bosch),4,48.21,192.84
CMD-0005604,2023-07-14,Pneus & Mécanique Pro,5885.17,RAD-04312,Thermostat piloté (Continental),7,134.98,944.86
CMD-0005604,2023-07-14,Pneus & Mécanique Pro,5885.17,ROT-46586,Disque ventilé (TRW),8,114.48,915.84
CMD-0005604,2023-07-14,Pneus & Mécanique Pro,5885.17,ARM-14400,Bras oscillant inférieur (Moog),1,170.57,170.57
CMD-0005604,2023-07-14,Pneus & Mécanique Pro,5885.17,SUS-17833,Rotule de direction (KYB),11,336.73,3704.03
CMD-0005604,2023-07-14,Pneus & Mécanique Pro,5885.17,FLT-38971,Filtre à huile (Purflux),7,21.41,149.87
CMD-0005605,2023-12-09,Concessionnaire XYZ,3615.48,STR-42698,Amortisseur bitube (Sachs),9,346.32,3116.88
CMD-0005605,2023-12-09,Concessionnaire XYZ,3615.48,BRK-11092,Plaquettes AR (Textar),4,124.65,498.6
CMD-0005606,2023-01-29,Atelier Mécanique 360,4012.64,CAL-43256,Étrier reconditionné (Ferodo),12,169.42,2033.04
CMD-0005606,2023-01-29,Atelier Mécanique 360,4012.64,BEL-16152,Radiateur alu (Gates),7,240.26,1681.82
CMD-0005606,2023-01-29,Atelier Mécanique 360,4012.64,WAT-35098,Thermostat piloté (Gates),1,297.78,297.78
CMD-0005607,2023-06-24,Services Automobiles Express,2951.5,FLT-42879,Filtre à huile (Wix),1,45.27,45.27
CMD-0005607,2023-06-24,Services Automobiles Express,2951.5,BEL-19814,Radiateur alu (Gates),11,82.07,902.77
CMD-0005607,2023-06-24,Services Automobiles Express,2951.5,BEL-10899,Thermostat piloté (SKF),5,183.58,917.9
CMD-0005607,2023-06-24,Services Automobiles Express,2951.5,BEL-09699,Kit distribution + pompe (Valeo),7,155.08,1085.56
CMD-0005608,2023-03-25,Moteurs & Cie,316.74,CAL-27413,Plaquettes AV (Ferodo),2,158.37,316.74
CMD-0005609,2023-09-25,Garage du Centre,2543.06,RAD-30529,Thermostat piloté (Nissens),12,40.41,484.92
CMD-0005609,2023-09-25,Garage du Centre,2543.06,SUS-07541,Bras oscillant inférieur (Moog),6,121.87,731.22
CMD-0005609,2023-09-25,Garage du Centre,2543.06,CAL-34018,Disque ventilé (TRW),7,189.56,1326.92
CMD-0005610,2023-02-28,Pneus & Mécanique Pro,4214.25,SUS-24451,Amortisseur bitube (Monroe),3,271.29,813.87
CMD-0005610,2023-02-28,Pneus & Mécanique Pro,4214.25,STR-02205,Démarreur 1.8kW (Denso),8,387.27,3098.16
CMD-0005610,2023-02-28,Pneus & Mécanique Pro,4214.25,BRK-22391,Plaquettes AV (TRW),3,100.74,302.22
CMD-0005611,2023-03-04,Garage Les Experts,494.4,RAD-22828,Radiateur alu (SKF),4,123.6,494.4
CMD-0005612,2023-08-20,Services Automobiles Express,8398.35,STR-40644,Sonde Lambda amont (NGK),8,113.48,907.84
CMD-0005612,2023-08-20,Services Automobiles Express,8398.35,ARM-44467,Amortisseur bitube (Monroe),1,133.86,133.86
CMD-0005612,2023-08-20,Services Automobiles Express,8398.35,SUS-37042,Amortisseur bitube (Monroe),12,329.72,3956.64
CMD-0005612,2023-08-20,Services Automobiles Express,8398.35,ALT-02848,Alternateur 140A (Delphi),11,232.27,2554.97
CMD-0005612,2023-08-20,Services Automobiles Express,8398.35,ALT-49881,Démarreur 1.8kW (Bosch),7,120.72,845.04
CMD-0005613,2023-01-11,Concessionnaire XYZ,780.65,BRK-47894,Étrier reconditionné (Ferodo),6,105.28,631.68
CMD-0005613,2023-01-11,Concessionnaire XYZ,780.65,ALT-23809,Alternateur 140A (Delphi),1,148.97,148.97
CMD-0005614,2023-12-05,Auto-Réparation ABC,1685.85,ALT-29186,Alternateur 140A (Denso),2,245.44,490.88
CMD-0005614,2023-12-05,Auto-Réparation ABC,1685.85,BEL-27364,Kit distribution + pompe (Nissens),7,64.69,452.83
CMD-0005614,2023-12-05,Auto-Réparation ABC,1685.85,BEL-12793,Kit distribution + pompe (Continental),6,123.69,742.14
CMD-0005615,2023-02-21,Atelier Mécanique 360,4959.91,STR-03439,Amortisseur bitube (Monroe),9,39.1,351.9
CMD-0005615,2023-02-21,Atelier Mécanique 360,4959.91,AIR-47742,Filtre à huile (Mahle),4,58.05,232.2
CMD-0005615,2023-02-21,Atelier Mécanique 360,4959.91,STR-01648,Bobine d'allumage (Delphi),5,207.71,1038.55
CMD-0005615,2023-02-21,Atelier Mécanique 360,4959.91,ALT-36862,Bobine d'allumage (Bosch),6,304.14,1824.84
CMD-0005615,2023-02-21,Atelier Mécanique 360,4959.91,SUS-36442,Rotule de direction (Monroe),7,216.06,1512.42
CMD-0005616,2023-10-23,Pièces Auto Dépôt,1184.82,ROT-27548,Étrier reconditionné (TRW),7,169.26,1184.82
CMD-0005617,2023-01-05,Concessionnaire XYZ,2724.12,SUS-20825,Bras oscillant inférieur (Moog),9,302.68,2724.12
CMD-0005618,2023-06-16,Garage Royal,60.13,FLT-22321,Filtre à huile (Bosch),7,8.59,60.13
CMD-0005619,2023-07-12,Carrosserie Moderne,3595.99,SEN-14844,Démarreur 1.8kW (Denso),4,211.77,847.08
CMD-0005619,2023-07-12,Carrosserie Moderne,3595.99,STR-39613,Amortisseur bitube (Moog),2,113.34,226.68
CMD-0005619,2023-07-12,Carrosserie Moderne,3595.99,ARM-19454,Amortisseur bitube (Moog),10,98.36,983.6
CMD-0005619,2023-07-12,Carrosserie Moderne,3595.99,FLT-17739,Filtre à air (Bosch),9,54.17,487.53
CMD-0005619,2023-07-12,Carrosserie Moderne,3595.99,ROT-00892,Étrier reconditionné (Ferodo),5,210.22,1051.1
CMD-0005620,2023-10-27,Garage Les Experts,96.96,CAB-07940,Filtre à air (Wix),12,8.08,96.96
CMD-0005621,2023-06-14,Concessionnaire XYZ,3949.44,STR-44326,Capteur vilebrequin (Bosch),8,76.03,608.24
CMD-0005621,2023-06-14,Concessionnaire XYZ,3949.44,ALT-23809,Alternateur 140A (Delphi),8,148.97,1191.76
CMD-0005621,2023-06-14,Concessionnaire XYZ,3949.44,CAB-15420,Filtre à huile (Wix),7,11.27,78.89
CMD-0005621,2023-06-14,Concessionnaire XYZ,3949.44,STR-32868,Démarreur 1.8kW (Bosch),5,414.11,2070.55
CMD-0005622,2023-01-04,Garage Les Experts,1289.6,AIR-02457,Filtre à air (Wix),6,12.69,76.14
CMD-0005622,2023-01-04,Garage Les Experts,1289.6,STR-05292,Alternateur 140A (NGK),6,195.15,1170.9
CMD-0005622,2023-01-04,Garage Les Experts,1289.6,FLT-06274,Filtre à huile (Wix),2,21.28,42.56
CMD-0005623,2023-09-18,Auto-Réparation ABC,4037.96,ALT-26923,Bobine d'allumage (Valeo),12,254.41,3052.92
CMD-0005623,2023-09-18,Auto-Réparation ABC,4037.96,BRK-05564,Disque ventilé (Bosch),8,123.13,985.04
CMD-0005624,2023-08-22,Garage du Centre,309.64,CAB-09813,Filtre à huile (Wix),7,17.82,124.74
CMD-0005624,2023-08-22,Garage du Centre,309.64,AIR-43705,Filtre carburant diesel (Mahle),5,36.98,184.9
CMD-0005625,2023-01-10,Garage du Centre,4683.31,AIR-33354,Filtre à air (Purflux),2,46.63,93.26
CMD-0005625,2023-01-10,Garage du Centre,4683.31,SUS-14161,Bras oscillant inférieur (Moog),9,259.63,2336.67
CMD-0005625,2023-01-10,Garage du Centre,4683.31,AIR-10644,Filtre carburant diesel (Mann-Filter),4,6.26,25.04
CMD-0005625,2023-01-10,Garage du Centre,4683.31,STR-00284,Ressort hélicoïdal (Sachs),6,193.61,1161.66
CMD-0005625,2023-01-10,Garage du Centre,4683.31,ARM-28581,Rotule de direction (Sachs),4,96.89,387.56
CMD-0005625,2023-01-10,Garage du Centre,4683.31,ARM-05486,Bras oscillant inférieur (Sachs),4,169.78,679.12
CMD-0005626,2023-05-23,Pneus & Mécanique Pro,5279.57,AIR-17377,Filtre à air (Purflux),12,40.67,488.04
CMD-0005626,2023-05-23,Pneus & Mécanique Pro,5279.57,WAT-44267,Kit distribution + pompe (Gates),4,332.52,1330.08
CMD-0005626,2023-05-23,Pneus & Mécanique Pro,5279.57,BEL-23981,Radiateur alu (Gates),12,253.78,3045.36
CMD-0005626,2023-05-23,Pneus & Mécanique Pro,5279.57,CAL-27217,Plaquettes AV (Bosch),1,193.24,193.24
CMD-0005626,2023-05-23,Pneus & Mécanique Pro,5279.57,ROT-31545,Plaquettes AV (Ferodo),1,222.85,222.85
CMD-0005627,2023-10-04,Auto-Réparation ABC,6332.13,WAT-37403,Kit distribution + pompe (Valeo),8,318.23,2545.84
CMD-0005627,2023-10-04,Auto-Réparation ABC,6332.13,SEN-35128,Bobine d'allumage (NGK),2,124.69,249.38
CMD-0005627,2023-10-04,Auto-Réparation ABC,6332.13,SUS-00038,Bras oscillant inférieur (Bilstein),11,262.89,2891.79
CMD-0005627,2023-10-04,Auto-Réparation ABC,6332.13,WAT-45930,Kit distribution + pompe (Nissens),7,92.16,645.12
CMD-0005628,2023-05-27,Garage Royal,3656.6,SEN-31999,Démarreur 1.8kW (Delphi),3,228.22,684.66
CMD-0005628,2023-05-27,Garage Royal,3656.6,FLT-40552,Filtre carburant diesel (Mann-Filter),8,38.98,311.84
CMD-0005628,2023-05-27,Garage Royal,3656.6,SEN-01407,Démarreur 1.8kW (Delphi),3,316.0,948.0
CMD-0005628,2023-05-27,Garage Royal,3656.6,RAD-42710,Kit distribution + pompe (Valeo),6,285.35,1712.1
CMD-0005629,2023-12-29,Garage Royal,4653.63,SUS-36868,Ressort hélicoïdal (Sachs),10,199.52,1995.2
CMD-0005629,2023-12-29,Garage Royal,4653.63,AIR-42275,Filtre habitacle charbon (Purflux),2,43.2,86.4
CMD-0005629,2023-12-29,Garage Royal,4653.63,AIR-21390,Filtre à huile (Wix),3,33.36,100.08
CMD-0005629,2023-12-29,Garage Royal,4653.63,BRK-23659,Plaquettes AR (Bosch),9,161.63,1454.67
CMD-0005629,2023-12-29,Garage Royal,4653.63,CAB-29513,Filtre carburant diesel (Mahle),1,11.28,11.28
CMD-0005629,2023-12-29,Garage Royal,4653.63,BEL-39265,Kit distribution + pompe (Nissens),10,100.6,1006.0
CMD-0005630,2023-02-15,Mécanique Rapide Inc.,4338.17,ALT-23809,Alternateur 140A (Delphi),8,148.97,1191.76
CMD-0005630,2023-02-15,Mécanique Rapide Inc.,4338.17,STR-32868,Démarreur 1.8kW (Bosch),3,414.11,1242.33
CMD-0005630,2023-02-15,Mécanique Rapide Inc.,4338.17,STR-44326,Capteur vilebrequin (Bosch),6,76.03,456.18
CMD-0005630,2023-02-15,Mécanique Rapide Inc.,4338.17,ARM-12639,Ressort hélicoïdal (Bilstein),6,65.85,395.1
CMD-0005630,2023-02-15,Mécanique Rapide Inc.,4338.17,BRK-47894,Étrier reconditionné (Ferodo),10,105.28,1052.8
CMD-0005631,2023-07-29,Garage du Centre,6546.97,WAT-38813,Kit distribution + pompe (Nissens),4,77.98,311.92
CMD-0005631,2023-07-29,Garage du Centre,6546.97,STR-33920,Alternateur 140A (Valeo),9,423.73,3813.57
CMD-0005631,2023-07-29,Garage du Centre,6546.97,ALT-02322,Sonde Lambda amont (Bosch),6,131.12,786.72
CMD-0005631,2023-07-29,Garage du Centre,6546.97,SUS-03741,Rotule de direction (Bilstein),12,136.23,1634.76
CMD-0005632,2023-11-13,Moteurs & Cie,3195.29,WAT-31502,Radiateur alu (SKF),10,287.27,2872.7
CMD-0005632,2023-11-13,Moteurs & Cie,3195.29,SEN-05567,Alternateur 140A (NGK),2,71.16,142.32
CMD-0005632,2023-11-13,Moteurs & Cie,3195.29,ALT-39046,Démarreur 1.8kW (Valeo),3,60.09,180.27
CMD-0005633,2023-10-29,Services Automobiles Express,388.56,AIR-40627,Filtre à huile (Mahle),12,32.38,388.56
CMD-0005634,2023-09-29,Concessionnaire XYZ,805.64,SUS-06542,Ressort hélicoïdal (Sachs),8,85.83,686.64
CMD-0005634,2023-09-29,Concessionnaire XYZ,805.64,SEN-08958,Démarreur 1.8kW (NGK),1,80.08,80.08
CMD-0005634,2023-09-29,Concessionnaire XYZ,805.64,RAD-45229,Radiateur alu (Gates),1,38.92,38.92
CMD-0005635,2023-01-29,Pièces Auto Dépôt,201.25,ROT-21700,Disque ventilé (Brembo),7,28.75,201.25
CMD-0005636,2023-06-19,Auto Clinic,3767.54,BEL-47979,Courroie accessoire (Nissens),11,312.14,3433.54
CMD-0005636,2023-06-19,Auto Clinic,3767.54,RAD-07852,Thermostat piloté (Gates),5,66.8,334.0
CMD-0005637,2023-09-01,Garage du Centre,285.55,CAB-45375,Filtre à huile (Mahle),5,57.11,285.55
CMD-0005638,2023-02-27,Centre Auto Plus,2526.47,SUS-11394,Ressort hélicoïdal (Moog),6,108.37,650.22
CMD-0005638,2023-02-27,Centre Auto Plus,2526.47,RAD-04086,Thermostat piloté (Valeo),3,199.96,599.88
CMD-0005638,2023-02-27,Centre Auto Plus,2526.47,SUS-06542,Ressort hélicoïdal (Sachs),8,85.83,686.64
CMD-0005638,2023-02-27,Centre Auto Plus,2526.47,SEN-08958,Démarreur 1.8kW (NGK),6,80.08,480.48
CMD-0005638,2023-02-27,Centre Auto Plus,2526.47,RAD-23198,Radiateur alu (Gates),5,21.85,109.25
