code_barre_128,sku,classe_produit,designation,emplacement_id,prix_achat_cad,prix_importation_cad,prix_transport_cad,cout_de_revient_total,longueur_cm,largeur_cm,hauteur_cm,poids_kg,classe_abc
C1281786892446,BRK-029174,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-19-b-06,45.20,2.73,10.40,58.33,22.3,15.3,9.8,2.82,C
C1285538690872,ROT-029175,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-04-c-07,77.44,4.70,29.73,111.87,33.8,34.1,6.5,12.8,A
C1285290674880,ALT-029176,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-02-b-02,160.26,9.82,21.66,191.74,26.7,20.0,21.4,6.93,A
C1286603983156,BRK-029177,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-01-a-03,36.75,1.51,10.79,49.05,15.4,13.2,6.9,3.39,C
C1289752083579,FLT-029178,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-26-a-12,19.49,0.95,4.31,24.75,26.9,17.3,6.7,0.5,C
C1284899862613,FUS-029179,FUS - Petite Piece A2,Boîte fusibles relais,A2-C03-T01-F,5.62,0.36,3.06,9.04,8.3,7.6,4.8,0.08,C
C1284266335976,SPK-029180,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T11-B,11.60,0.62,4.57,16.79,11.4,2.9,2.6,0.11,C
C1288757692433,FUS-029181,FUS - Petite Piece A2,Boîte fusibles relais,A2-C03-T03-G,9.18,0.51,4.08,13.77,11.7,5.7,2.1,0.19,A
C1283240545814,SEN-029182,SEN - Petite Piece A2,Capteur ABS,A2-C08-T14-A,36.49,2.06,2.85,41.40,10.8,5.2,3.8,0.13,C
C1285828268187,ROT-029183,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-38-a-02,66.53,3.91,28.09,98.53,31.7,29.2,4.2,11.97,C
C1288209037568,ALT-029184,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-22-a-02,266.08,9.61,27.68,303.37,28.4,24.3,22.1,8.35,C
C1281401556333,STR-029185,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L22-H5-S02,83.64,3.19,19.51,106.34,61.4,17.8,22.8,8.01,C
C1286788034399,BRK-029186,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-04-a-02,28.10,1.43,8.24,37.77,21.7,11.3,6.6,2.06,A
C1288683694464,ROT-029187,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-31-a-02,80.50,3.54,19.15,103.19,29.5,28.0,5.9,7.61,C
C1285893712403,FLT-029188,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-39-a-07,11.55,0.63,3.19,15.37,22.3,14.0,4.6,0.51,B
C1285432122659,BLB-029189,BLB - Petite Piece A2,Ampoule LED H7,A2-C01-T09-H,16.77,1.04,3.37,21.18,6.4,5.0,5.2,0.05,C
C1286146952040,BRK-029190,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-09-c-07,30.42,1.73,6.77,38.92,16.6,10.2,9.0,2.32,B
C1287819355361,ROT-029191,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-37-b-10,45.76,1.79,19.69,67.24,28.3,31.1,6.7,9.09,C
C1289746691595,BRK-029192,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-21-a-03,48.32,2.26,9.75,60.33,21.5,17.2,7.6,2.84,B
C1285809310381,RAD-029193,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-06-04-H3,147.15,7.19,17.75,172.09,71.9,52.1,10.3,4.38,A
C1283936042397,EXH-029194,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L24-H5-S09,137.01,7.51,27.85,172.37,139.3,35.0,22.5,11.38,B
C1281164230286,BLB-029195,BLB - Petite Piece A2,Ampoule LED H7,A2-C10-T05-H,10.57,0.45,4.34,15.36,8.4,5.2,5.9,0.11,B
C1285341815019,FUS-029196,FUS - Petite Piece A2,Boîte fusibles relais,A2-C09-T06-A,7.37,0.40,1.67,9.44,9.5,5.2,4.0,0.18,C
C1286647526814,RAD-029197,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L02-H3-S02,86.83,4.83,16.62,108.28,55.1,48.9,10.9,5.71,B
C1285550495482,FLT-029198,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-06-b-06,11.94,0.63,4.15,16.72,24.3,20.8,4.3,0.49,B
C1281526619658,FLT-029199,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-12-b-05,15.10,0.83,4.97,20.90,36.0,18.7,6.0,0.39,A
C1282421273203,ROT-029200,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-27-c-01,109.15,5.76,21.33,136.24,27.0,33.2,6.7,7.48,C
C1281259980387,BRK-029201,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-13-b-05,63.75,4.11,8.29,76.15,17.0,14.9,8.5,2.0,B
C1282602118843,BRK-029202,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-09-a-10,60.46,3.24,8.03,71.73,15.7,10.4,9.8,1.76,B
C1284970005315,ROT-029203,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-06-a-05,45.33,2.04,18.50,65.87,31.5,31.7,7.0,7.0,C
C1284736373565,RAD-029204,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L01-H5-S01,111.75,5.92,15.86,133.53,66.9,54.3,5.8,4.92,C
C1287687623116,ALT-029205,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-18-a-07,231.62,14.07,23.92,269.61,23.7,20.4,18.8,6.35,B
C1282917799937,FUS-029206,FUS - Petite Piece A2,Boîte fusibles relais,A2-C05-T03-G,10.34,0.59,3.88,14.81,7.7,4.3,4.8,0.17,A
C1286175115577,STR-029207,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L25-H2-S01,76.99,3.25,19.02,99.26,72.1,23.1,16.8,6.53,B
C1286865737678,ROT-029208,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-34-b-11,65.56,2.39,28.71,96.66,30.8,34.4,4.5,12.96,C
C1286643978374,ROT-029209,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-30-a-09,69.48,3.65,28.61,101.74,31.7,28.1,4.2,12.36,A
C1282287767195,SEN-029210,SEN - Petite Piece A2,Capteur ABS,A2-C03-T04-C,26.39,1.35,3.25,30.99,11.1,6.4,5.0,0.37,C
C1288361480296,FLT-029211,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-32-a-02,15.83,0.64,2.40,18.87,25.0,21.0,5.8,0.21,C
C1284576345197,FUS-029212,FUS - Petite Piece A2,Boîte fusibles relais,A2-C12-T05-H,6.69,0.36,2.59,9.64,7.7,6.2,4.7,0.12,B
C1282052447898,BRK-029213,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-37-a-11,64.15,2.44,8.14,74.73,25.0,11.3,8.7,1.72,A
C1281550902931,FLT-029214,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-33-a-06,11.56,0.44,2.02,14.02,32.6,16.6,5.8,0.24,C
C1287028061110,EXH-029215,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L04-H5-S09,120.88,7.63,37.12,165.63,115.7,44.6,20.5,15.49,C
C1283708335449,EXH-029216,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L20-H2-S08,100.77,4.75,38.02,143.54,104.1,26.3,21.1,16.45,C
C1287831404527,FLT-029217,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-36-b-09,8.14,0.31,3.50,11.95,29.6,17.5,5.2,0.41,C
C1284020895765,BRK-029218,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-02-c-05,61.80,2.40,7.95,72.15,23.0,16.3,7.3,2.42,A
C1282398427538,BRK-029219,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-20-c-03,33.35,1.50,8.46,43.31,18.8,13.4,5.0,2.93,B
C1287700088591,ALT-029220,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-06-b-10,265.86,11.21,27.82,304.89,26.4,20.2,19.9,7.53,C
C1282487238931,ROT-029221,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-01-b-12,99.08,3.64,27.78,130.50,34.2,28.7,5.1,11.28,C
C1281133059344,ALT-029222,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-19-b-01,176.41,11.27,19.75,207.43,23.2,22.2,18.7,6.29,C
C1282813672003,SPK-029223,SPK - Petite Piece A2,Bougie allumage iridium,A2-C10-T03-F,9.93,0.62,3.68,14.23,12.4,2.3,3.9,0.09,C
C1287765787230,EXH-029224,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-03-06-H1,181.46,10.84,33.81,226.11,84.4,31.7,23.3,13.39,A
C1288936204861,BLB-029225,BLB - Petite Piece A2,Ampoule LED H7,A2-C13-T13-G,22.70,1.04,4.57,28.31,8.5,4.1,5.6,0.06,C
C1286524135203,ROT-029226,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-32-b-05,102.76,5.92,22.27,130.95,28.5,28.5,4.9,7.66,C
C1288231834577,ROT-029227,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-08-a-05,47.08,2.89,22.00,71.97,33.0,32.6,6.1,9.54,A
C1286275499133,ROT-029228,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-01-b-11,106.04,6.51,21.07,133.62,34.4,32.2,4.8,7.84,C
C1282328351889,RAD-029229,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-09-10-H3,69.01,4.40,15.37,88.78,81.9,45.4,9.9,5.15,C
C1281805554778,SEN-029230,SEN - Petite Piece A2,Capteur ABS,A2-C09-T13-F,39.17,2.00,4.70,45.87,14.2,7.4,3.6,0.17,C
C1281894604400,FLT-029231,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-32-a-10,7.34,0.40,3.22,10.96,37.8,19.2,7.5,0.29,B
C1281231764073,ALT-029232,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-23-a-01,257.16,14.35,24.44,295.95,28.5,19.4,20.4,7.04,C
C1285634980949,STR-029233,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L06-H5-S15,113.56,5.91,22.70,142.17,63.3,18.8,18.3,7.83,A
C1289832630389,FUS-029234,FUS - Petite Piece A2,Boîte fusibles relais,A2-C19-T02-E,4.32,0.28,2.25,6.85,5.4,6.4,4.8,0.1,B
C1288462632286,ROT-029235,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-30-c-02,72.64,4.06,25.32,102.02,35.6,26.6,6.5,10.16,C
C1289374236330,BRK-029236,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-10-c-08,26.55,1.20,7.57,35.32,19.3,17.2,5.8,1.72,A
C1287664006167,BRK-029237,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-12-b-01,64.09,3.37,10.75,78.21,19.6,12.9,7.2,2.61,C
C1282329947378,FUS-029238,FUS - Petite Piece A2,Boîte fusibles relais,A2-C06-T05-D,9.95,0.53,3.32,13.80,7.3,4.2,4.9,0.1,C
C1281249262736,ALT-029239,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-40-a-08,155.26,5.49,20.53,181.28,26.3,24.8,18.5,7.13,A
C1282786274963,ROT-029240,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-15-c-11,95.13,5.03,20.39,120.55,28.0,33.3,5.4,8.25,C
C1289381998125,BRK-029241,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-14-c-01,52.20,2.01,8.53,62.74,20.1,10.2,8.1,2.64,B
C1288255699055,FUS-029242,FUS - Petite Piece A2,Boîte fusibles relais,A2-C07-T04-E,8.06,0.42,2.27,10.75,5.9,6.6,2.9,0.13,C
C1287290808516,BRK-029243,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-29-b-04,36.27,2.15,10.32,48.74,16.4,10.2,6.0,2.78,C
C1287302200918,ALT-029244,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-30-a-02,137.73,7.30,24.32,169.35,21.8,22.2,23.4,8.11,C
C1287678705549,ROT-029245,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-38-a-11,51.38,3.16,26.10,80.64,26.3,30.5,4.5,11.3,A
C1287239772948,ROT-029246,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-22-c-05,88.49,4.76,26.98,120.23,29.2,31.6,5.3,11.66,B
C1283470880224,EXH-029247,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L21-H5-S04,136.44,5.09,34.32,175.85,134.1,28.4,19.0,14.1,C
C1282002266508,FUS-029248,FUS - Petite Piece A2,Boîte fusibles relais,A2-C06-T10-E,9.91,0.39,3.24,13.54,6.7,7.3,3.4,0.17,C
C1285808446008,ROT-029249,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-30-a-05,59.91,2.74,26.34,88.99,29.2,27.0,5.1,11.57,C
C1284152275226,ALT-029250,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-32-a-07,121.25,6.90,20.92,149.07,24.6,24.8,22.6,6.85,B
C1284834871836,FLT-029251,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-13-c-01,20.29,0.77,3.73,24.79,26.0,20.2,5.8,0.48,C
C1281320377201,BRK-029252,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-06-a-08,33.57,1.34,6.41,41.32,18.4,13.7,9.4,1.97,B
C1283907338959,ALT-029253,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-39-c-01,174.47,10.83,19.97,205.27,22.3,21.7,18.1,6.09,A
C1286228125053,ROT-029254,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-40-b-03,56.60,3.03,21.43,81.06,33.3,30.9,5.1,9.61,B
C1281965064945,FLT-029255,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-40-a-08,15.62,0.86,4.77,21.25,28.0,21.9,7.9,0.37,B
C1281235192399,BRK-029256,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-36-b-06,26.70,1.57,10.10,38.37,17.6,12.3,9.2,3.49,A
C1283680211018,ROT-029257,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-38-a-11,73.90,3.76,20.20,97.86,34.3,34.0,4.6,8.31,C
C1281196389873,ROT-029258,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-16-c-05,36.68,2.34,20.05,59.07,27.6,33.8,4.6,8.03,A
C1284961511214,FUS-029259,FUS - Petite Piece A2,Boîte fusibles relais,A2-C08-T07-F,8.48,0.40,2.17,11.05,6.0,7.4,4.5,0.06,B
C1289128499836,ALT-029260,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-16-a-12,239.45,8.59,27.26,275.30,23.5,18.9,19.4,7.55,C
C1289390663338,BRK-029261,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-18-a-03,58.93,3.39,11.69,74.01,17.8,15.2,9.1,3.26,A
C1284406926433,ROT-029262,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-24-b-11,105.69,4.42,28.73,138.84,35.9,32.8,4.6,11.39,C
C1288360051887,ALT-029263,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-28-a-11,278.69,14.01,27.66,320.36,25.9,23.2,22.0,8.11,C
C1281347940460,ROT-029264,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-38-a-12,81.89,3.42,30.32,115.63,26.6,27.9,5.2,13.45,A
C1284421526038,ROT-029265,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-34-c-10,104.02,5.93,26.61,136.56,33.7,26.8,6.8,11.31,C
C1289516213382,RAD-029266,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-10-16-H3,179.23,9.47,15.73,204.43,71.5,47.5,10.0,3.9,B
C1289529337602,FUS-029267,FUS - Petite Piece A2,Boîte fusibles relais,A2-C18-T01-A,5.59,0.35,2.52,8.46,9.5,7.6,3.7,0.18,B
C1289823228429,ALT-029268,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-30-c-07,210.37,13.52,28.06,251.95,21.9,20.2,19.4,8.84,C
C1281412805344,ROT-029269,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-37-c-01,53.21,3.31,26.65,83.17,31.5,34.8,7.0,11.56,C
C1286542205075,BLB-029270,BLB - Petite Piece A2,Ampoule LED H7,A2-C17-T14-G,12.74,0.46,2.62,15.82,9.0,5.3,5.8,0.11,B
C1285807014272,ROT-029271,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-19-b-08,105.88,3.75,28.33,137.96,29.2,30.0,5.3,12.15,B
C1281666222780,EXH-029272,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L11-H3-S07,187.25,11.63,41.46,240.34,115.6,40.9,20.8,16.91,B
C1284724655054,SPK-029273,SPK - Petite Piece A2,Bougie allumage iridium,A2-C20-T15-D,10.39,0.53,4.48,15.40,10.2,3.7,3.2,0.12,C
C1288605803634,SEN-029274,SEN - Petite Piece A2,Capteur ABS,A2-C03-T05-H,41.30,2.10,5.31,48.71,11.9,6.6,5.3,0.16,B
C1286059629551,BLB-029275,BLB - Petite Piece A2,Ampoule LED H7,A2-C04-T07-H,14.61,0.86,2.14,17.61,6.4,5.7,4.1,0.06,C
C1288520931744,FLT-029276,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-09-c-01,14.45,0.89,3.97,19.31,25.2,17.0,4.2,0.55,B
C1287673005369,ROT-029277,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-36-a-11,54.98,3.36,28.34,86.68,27.3,33.4,5.6,12.95,C
C1284197560478,STR-029278,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L21-H1-S05,112.17,4.61,20.93,137.71,63.0,15.5,15.1,8.2,B
C1285664534664,BRK-029279,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-38-a-05,29.08,1.87,7.65,38.60,18.4,11.1,5.6,1.95,B
C1281690760090,BMP-029280,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L07-H2-S03,161.69,7.34,28.62,197.65,161.7,53.1,41.7,10.58,C
C1282339397117,EXH-029281,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-09-04-H2,141.41,8.00,26.84,176.25,137.3,40.3,19.6,10.88,C
C1288355447168,FLT-029282,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-09-a-08,17.14,1.02,2.81,20.97,36.1,17.9,6.8,0.37,C
C1287367328605,FLT-029283,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-27-c-11,16.60,0.73,2.82,20.15,27.3,17.6,5.8,0.45,B
C1289759453201,ROT-029284,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-12-a-04,56.31,3.41,20.18,79.90,35.1,33.7,6.0,8.7,C
C1282273925660,STR-029285,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L17-H3-S05,72.60,4.32,17.45,94.37,81.9,19.0,19.4,6.46,B
C1289132529334,ROT-029286,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-25-c-07,54.70,2.49,23.71,80.90,32.6,31.8,6.1,11.03,B
C1281978391007,SEN-029287,SEN - Petite Piece A2,Capteur ABS,A2-C01-T07-C,36.22,1.38,5.61,43.21,12.7,6.1,3.7,0.19,C
C1287123631693,ROT-029288,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-01-a-03,94.17,3.55,22.41,120.13,26.9,34.8,4.2,8.68,C
C1287369083104,BLB-029289,BLB - Petite Piece A2,Ampoule LED H7,A2-C19-T08-F,20.66,1.29,4.15,26.10,9.3,5.3,5.8,0.08,B
C1284670932135,SPK-029290,SPK - Petite Piece A2,Bougie allumage iridium,A2-C04-T14-G,15.15,0.56,2.49,18.20,12.7,3.3,3.1,0.08,B
C1282973082656,FLT-029291,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-12-b-12,20.99,0.83,5.25,27.07,28.2,15.8,7.1,0.42,B
C1287171484317,BLB-029292,BLB - Petite Piece A2,Ampoule LED H7,A2-C20-T09-A,17.57,0.70,2.66,20.93,7.6,4.1,4.7,0.08,B
C1286374181652,ALT-029293,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-26-c-03,185.71,9.23,21.98,216.92,28.4,18.2,23.6,5.81,C
C1285853381130,BMP-029294,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L21-H1-S01,305.73,15.34,38.56,359.63,167.5,53.3,38.9,12.52,A
C1289386894343,SEN-029295,SEN - Petite Piece A2,Capteur ABS,A2-C09-T05-B,20.21,1.06,2.31,23.58,14.7,4.4,5.1,0.23,C
C1286316160322,FUS-029296,FUS - Petite Piece A2,Boîte fusibles relais,A2-C17-T01-G,6.63,0.25,4.09,10.97,9.3,6.9,4.2,0.13,A
C1287837529705,FLT-029297,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-39-a-06,7.38,0.35,2.95,10.68,36.0,17.2,7.6,0.25,C
C1288545567453,SPK-029298,SPK - Petite Piece A2,Bougie allumage iridium,A2-C01-T05-B,10.80,0.44,2.99,14.23,11.8,3.1,3.7,0.1,C
C1288176032343,RAD-029299,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L01-H4-S14,93.10,4.82,13.97,111.89,74.6,62.3,8.0,4.3,C
C1282181825891,EXH-029300,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L10-H1-S14,159.26,7.70,40.88,207.84,124.4,26.0,23.7,16.82,B
C1287746815013,RAD-029301,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L15-H1-S15,78.44,3.79,15.27,97.50,57.7,55.1,7.7,4.91,B
C1281076330702,ALT-029302,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-30-a-05,122.63,5.73,17.73,146.09,27.4,23.2,22.0,5.88,C
C1285454206196,BRK-029303,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-22-c-06,64.63,3.48,10.94,79.05,18.4,11.1,9.0,2.46,B
C1282057091459,FLT-029304,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-01-c-06,14.10,0.69,3.42,18.21,32.2,14.8,7.1,0.3,C
C1288281232574,SEN-029305,SEN - Petite Piece A2,Capteur ABS,A2-C13-T08-B,32.71,1.49,4.81,39.01,10.2,5.2,4.2,0.28,B
C1285810489240,SEN-029306,SEN - Petite Piece A2,Capteur ABS,A2-C03-T10-G,24.23,0.86,2.73,27.82,14.6,4.7,5.7,0.3,C
C1289911866925,BMP-029307,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-03-13-H1,253.30,16.34,22.90,292.54,157.0,56.3,44.4,6.36,A
C1287811045217,BRK-029308,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-06-b-11,26.87,1.55,10.44,38.86,18.3,10.3,9.3,3.32,B
C1284459353188,SPK-029309,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T11-G,10.16,0.51,3.97,14.64,10.4,2.6,3.8,0.11,C
C1288600678515,FLT-029310,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-40-a-06,11.95,0.65,3.81,16.41,35.1,17.2,4.6,0.58,B
C1289508560226,ROT-029311,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-07-b-12,35.30,2.09,20.92,58.31,30.8,34.3,5.6,9.61,C
C1286306358126,ROT-029312,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-03-a-06,77.69,3.87,19.71,101.27,35.0,27.4,5.8,8.27,B
C1283652496549,FLT-029313,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-26-a-03,20.77,0.92,2.57,24.26,20.1,21.6,6.6,0.22,B
C1286221750026,FLT-029314,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-40-b-05,10.42,0.65,3.04,14.11,32.0,16.5,6.0,0.55,A
C1284559658022,ROT-029315,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-06-c-10,50.43,2.72,18.96,72.11,35.5,32.5,6.8,7.14,A
C1287453522119,BRK-029316,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-20-c-06,45.61,1.95,8.28,55.84,25.0,16.7,9.5,2.36,B
C1287363082410,BRK-029317,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-24-b-09,34.75,1.48,10.31,46.54,24.1,13.2,5.9,2.93,C
C1284078148550,ROT-029318,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-32-a-02,98.32,5.13,31.62,135.07,26.3,30.2,6.9,13.28,A
C1287497896607,ROT-029319,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-01-a-06,38.23,2.33,22.67,63.23,33.7,26.3,6.4,10.1,A
C1288750348698,STR-029320,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L14-H3-S13,132.55,7.49,21.52,161.56,65.2,20.6,22.9,8.03,B
C1288212631373,ROT-029321,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-25-b-07,85.63,4.18,16.74,106.55,27.7,33.8,5.5,6.04,C
C1286791873608,BMP-029322,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-06-06-H4,284.52,11.17,29.96,325.65,163.7,61.7,41.4,8.74,B
C1287748881488,FLT-029323,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-06-a-01,12.97,0.73,5.07,18.77,27.6,23.4,5.8,0.45,A
C1285304363280,BRK-029324,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-23-c-11,23.48,1.27,7.84,32.59,20.2,10.0,8.6,1.92,C
C1282623621927,SPK-029325,SPK - Petite Piece A2,Bougie allumage iridium,A2-C07-T09-H,5.87,0.24,1.91,8.02,11.2,3.8,2.9,0.12,C
C1288751206311,BRK-029326,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-25-b-09,64.41,4.14,11.22,79.77,16.7,10.2,7.3,2.52,C
C1281211568702,STR-029327,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L03-H2-S15,66.26,2.74,21.73,90.73,69.0,22.7,17.5,8.23,A
C1283152775348,ALT-029328,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-25-c-04,142.61,8.60,25.12,176.33,24.6,23.5,22.2,8.83,C
C1288612810711,ROT-029329,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-21-b-10,56.58,2.85,21.56,80.99,32.2,28.6,6.6,8.54,A
C1283650927336,SPK-029330,SPK - Petite Piece A2,Bougie allumage iridium,A2-C07-T10-B,10.30,0.59,4.21,15.10,12.8,2.1,2.0,0.09,C
C1284114986829,BMP-029331,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-05-05-H4,149.16,6.24,22.77,178.17,189.7,45.2,51.4,8.4,B
C1289913472270,BMP-029332,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L21-H2-S03,243.57,14.83,24.29,282.69,190.1,54.6,39.8,7.14,C
C1288288736225,BLB-029333,BLB - Petite Piece A2,Ampoule LED H7,A2-C03-T07-D,10.03,0.64,4.45,15.12,10.0,4.6,4.5,0.08,C
C1285175792596,ALT-029334,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-08-a-03,210.16,10.09,22.66,242.91,29.9,20.0,21.6,5.58,C
C1285324276182,BRK-029335,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-21-b-12,26.38,1.57,11.22,39.17,18.2,16.2,9.5,3.64,C
C1285308263554,BRK-029336,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-34-a-05,57.60,2.08,6.73,66.41,17.8,17.2,6.6,1.82,C
C1288401898409,BMP-029337,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L21-H3-S05,111.29,7.01,28.32,146.62,194.0,46.9,46.9,11.09,C
C1289324838033,SEN-029338,SEN - Petite Piece A2,Capteur ABS,A2-C07-T11-B,36.14,1.71,5.03,42.88,13.0,5.8,4.6,0.37,C
